FAQID,Question,Answer,Category,SubCategory,Keywords,Tags,Priority,CreatedDate,UpdatedDate,Status
fb65f5d3-1ec0-4de3-a1c2-6eb0068ad5c3,How do I connect to the secure file sharing server on my Windows Laptop?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"internet, access, vpn, paris, november, onedrive",#it;#network;#remote,Low,2025-11-15 22:23:12,2025-11-18 22:23:12,Published
8440f7dd-0465-4700-ae4d-7f0b69c2547f,How do I reset my password for Office 365 while working remotely?,"To perform operations on your password for Office 365, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"office 365, singapore, operations, reset, password, login",#it;#login;#security,Low,2025-12-24 22:23:12,2026-01-06 22:23:12,Published
26b5e824-68d1-43e7-b1b0-554994545689,What is the policy for study and exam preparation as a full-time employee in London?,"Time off or leave of absence for study and exam preparation must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"engineering, pto, london, timeoff, macbook pro, vacation",#hr;#pto;#leave,High,2025-09-08 22:23:12,2025-09-24 22:23:12,Published
af7836f0-a5d4-41ae-a72d-25ea5d869249,How to set up the corporate VPN network for the Human Resources team?,"To access the corporate VPN network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"human resources, internet, connect, github, access, sydney",#it;#network;#remote,Medium,2026-02-02 22:23:12,2026-02-02 22:23:12,Published
4380e704-71cc-4e0d-b169-e75c400a529b,Why am I unable to access the internal database network on my ThinkPad?,"To access the internal database network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"sales, san francisco, vpn, january, connect, slack",#it;#network;#remote,Medium,2025-08-06 22:23:12,2025-08-22 22:23:12,Published
f2e64464-23d0-4e68-821e-ae353a747af5,Troubleshooting steps for the internal database network on my iPhone?,"To access the internal database network, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"network, wifi, connect, internet, april, access",#it;#network;#remote,Low,2026-04-21 22:23:12,2026-05-06 22:23:12,Published
f8112ab8-5b0b-48cd-b765-3e932e4bb8a9,What is the policy for reserving a team presentation room for the Customer Success group?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"meeting, toronto, february, slack, room, booking",#facilities;#meeting;#booking,High,2025-12-10 22:23:12,2025-12-30 22:23:12,Published
688b3dfb-0494-4f65-949f-02e17b277909,Steps to request access to the temporary visitor gate pass starting in December?,Security and badge access for temporary visitor gate pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"security, finance, office, thinkpad, munich, parking",#facilities;#access;#security,Medium,2025-08-12 22:23:12,2025-09-03 22:23:12,Published
f7dfa910-7a0a-4aea-b838-923c2edd8fcf,Troubleshoot access to a distribution list for Human Resources using the web version?,"For configurations involving your distribution list for Human Resources, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"calendar, paris, november, outlook, permissions, human resources",#it;#email;#outlook,High,2025-05-14 22:23:12,2025-05-14 22:23:12,Published
fc92cebb-6582-4f05-a1d6-f50faf2f38c8,How to configure security access for a parking garage access transponder valid through 2024?,Security and badge access for parking garage access transponder is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"parking, munich, finance, iphone, security, badge",#facilities;#access;#security,Medium,2026-03-07 22:23:12,2026-03-11 22:23:12,Published
d96d904e-2ed3-4542-acc1-52d9f1fd7cca,How to increase the limit on my travel and expense card for my role in Marketing?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"marketing, corporate, munich, limit, office 365, android phone",#finance;#card;#amex,Medium,2025-08-01 22:23:12,2025-08-08 22:23:12,Archived
07126e25-1b64-4397-a8e4-55db8522ca60,Where to upload receipts for home office equipment in SAP Concur?,"Submit your claim for home office equipment by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"finance, expense, macbook pro, sap concur, receipt, april",#finance;#expense;#concur,Low,2025-05-10 22:23:12,2025-05-10 22:23:12,Published
b3801914-68e9-4cb7-8ebf-58179c98dfb3,How do I edit my health savings account (HSA) deduction for the tax year 2025?,"Payroll and tax documents, including health savings account (HSA) deduction, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"directdeposit, w2, december, slack, salary, thinkpad",#hr;#payroll;#taxes,Low,2025-07-08 22:23:12,2025-07-27 22:23:12,Published
a0485ee4-5849-4df7-af28-d2d81b7fb2d0,How to log sick leave for medical treatment for 2025?,"Time off or leave of absence for medical treatment must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"windows laptop, workday, timeoff, pto, finance, slack",#hr;#pto;#leave,Low,2026-02-08 22:23:12,2026-02-18 22:23:12,Published
2ba7b17b-9f3c-4c60-b90e-ae18dd944037,Troubleshooting the AV screen in the team presentation room for February team meetings?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"teams, munich, salesforce, booking, room, february",#facilities;#meeting;#booking,High,2025-12-04 22:23:12,2025-12-24 22:23:12,Published
03d15818-ad88-4d75-b3df-2646da58d8ec,How do I file an expense report for annual software subscriptions for the Customer Success team?,"Submit your claim for annual software subscriptions by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"customer success, july, audit, finance, slack, reimbursement",#finance;#expense;#concur,High,2025-12-13 22:23:12,2025-12-13 22:23:12,Published
e39b2cd6-e23b-4ec6-b129-2c8595b96e1b,Steps to activate my travel and expense card while traveling to New York?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"sales, credit, card, onedrive, february, limit",#finance;#card;#amex,High,2025-09-16 22:23:12,2025-09-16 22:23:12,Published
d6b2b91f-e8fa-473d-95bd-60517ea452d2,Steps to configure a archive folder in GitHub using the web version?,"For configurations involving your archive folder in GitHub, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"email, calendar, github, sydney, mailbox, august",#it;#email;#outlook,Medium,2026-06-09 22:23:12,2026-07-07 22:23:12,Published
9f9d04a8-f1ba-43c7-bafb-64d715a74d4b,How do I request a archive folder in Salesforce in the San Francisco office?,"For configurations involving your archive folder in Salesforce, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"september, outlook, sales, mailbox, ipad, permissions",#it;#email;#outlook,High,2025-11-18 22:23:12,2025-12-10 22:23:12,Published
cb5df5e6-a58a-4dc2-bb73-6c324153ffcf,How do I reset my MFA settings for Salesforce for my Human Resources account?,"To perform operations on your MFA settings for Salesforce, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"security, login, mfa, macbook pro, march, salesforce",#it;#login;#security,Medium,2025-12-29 22:23:12,2026-01-12 22:23:12,Published
f71acb3d-7c9b-407d-97bd-89d958efdba8,What is the coverage limit for prescription drug costs for new hires in Sydney?,Health benefits claims for prescription drug costs should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"dental, sydney, medical, product management, claim, figma",#hr;#benefits;#insurance,High,2025-10-24 22:23:12,2025-10-29 22:23:12,Published
5bb8449c-7920-4b46-b986-afffc9bbf933,How to claim reimbursement for business travel flights in July 2024?,"Submit your claim for business travel flights by logging into SAP Concur, creating a new report, attaching itemized receipts, and selecting your cost center. Reimbursements are processed weekly.",Finance & Expenses,Expense Filing,"finance, macbook pro, audit, engineering, concur, receipt",#finance;#expense;#concur,High,2025-08-03 22:23:12,2025-08-14 22:23:12,Published
bbe46600-a20a-4f98-9208-d114864e7e74,How do I request time off for medical treatment as a full-time employee in Singapore?,"Time off or leave of absence for medical treatment must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"workday, customer success, singapore, timeoff, vacation, pto",#hr;#pto;#leave,Low,2026-05-09 22:23:12,2026-06-06 22:23:12,Published
